life_id,title,category,category_name,applies_to,applies_to_note,life_stage,stage_note,requires,requires_note,triggers,trigger_count,culture,tier,scope_note,era_start,era_end,joy_1_5,frequency_1_5,cost_money_usd_low,cost_money_usd_high,time_days_low,time_days_high,restores_energy_1_5,evidence,confidence,summary,detail_file,detail_count
TRV-031,A holiday in Lagos,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,travel_domestic,Needs to cross your own country,transport;security;police,3,NG,primary,,2000,2026,4,3,20,300,0,21,5,estimate,low,Everyone has an opinion and they are all right. Nothing to do and nowhere to be. Administratively free.,details/TRV-031.csv,5
TRV-032,Visiting family in Lagos,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,NG,primary,,2000,2026,5,3,20,300,0,30,5,estimate,low,Everyone has an opinion and they are all right. The reason most people cross a border at all. Administratively free.,details/TRV-032.csv,5
TRV-033,A wedding in Lagos,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,,0,NG,primary,,2000,2026,5,3,20,300,30,180,5,estimate,low,Everyone has an opinion and they are all right. A date fixed months out that will not move. Administratively free.,details/TRV-033.csv,5
TRV-034,A funeral in Lagos,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,discretion,1,NG,primary,,2000,2026,4,3,20,300,0,3,5,estimate,low,"Everyone has an opinion and they are all right. No notice, no flexibility, and you must be there. Administratively free.",details/TRV-034.csv,5
TRV-035,Studying in Lagos,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;money,4,NG,primary,,2000,2026,5,3,20,300,90,365,5,estimate,low,Everyone has an opinion and they are all right. Months of paperwork before the first lecture. Administratively free.,details/TRV-035.csv,5
TRV-036,Work or a conference in Lagos,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work,3,NG,primary,,2000,2026,3,3,20,300,14,120,5,estimate,low,"Everyone has an opinion and they are all right. Somebody else is paying, which changes everything. Administratively free.",details/TRV-036.csv,5
TRV-037,A holiday in Calabar at Christmas,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,travel_domestic,Needs to cross your own country,transport;security;police,3,NG,primary,,2000,2026,4,3,20,300,0,21,5,estimate,low,"The carnival, and the whole city out. Nothing to do and nowhere to be. Administratively free.",details/TRV-037.csv,5
TRV-038,Visiting family in Calabar at Christmas,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,NG,primary,,2000,2026,5,3,20,300,0,30,5,estimate,low,"The carnival, and the whole city out. The reason most people cross a border at all. Administratively free.",details/TRV-038.csv,5
TRV-039,A wedding in Calabar at Christmas,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,,0,NG,primary,,2000,2026,5,3,20,300,30,180,5,estimate,low,"The carnival, and the whole city out. A date fixed months out that will not move. Administratively free.",details/TRV-039.csv,5
TRV-040,A funeral in Calabar at Christmas,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,discretion,1,NG,primary,,2000,2026,4,3,20,300,0,3,5,estimate,low,"The carnival, and the whole city out. No notice, no flexibility, and you must be there. Administratively free.",details/TRV-040.csv,5
TRV-041,Studying in Calabar at Christmas,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;money,4,NG,primary,,2000,2026,5,3,20,300,90,365,5,estimate,low,"The carnival, and the whole city out. Months of paperwork before the first lecture. Administratively free.",details/TRV-041.csv,5
TRV-042,Work or a conference in Calabar at Christmas,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work,3,NG,primary,,2000,2026,3,3,20,300,14,120,5,estimate,low,"The carnival, and the whole city out. Somebody else is paying, which changes everything. Administratively free.",details/TRV-042.csv,5
TRV-043,A holiday in Jos for the weather,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,travel_domestic,Needs to cross your own country,transport;security;police,3,NG,primary,,2000,2026,4,3,20,300,0,21,5,estimate,low,Cool enough to need a jumper. Nothing to do and nowhere to be. Administratively free.,details/TRV-043.csv,5
TRV-044,Visiting family in Jos for the weather,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,NG,primary,,2000,2026,5,3,20,300,0,30,5,estimate,low,Cool enough to need a jumper. The reason most people cross a border at all. Administratively free.,details/TRV-044.csv,5
TRV-045,A wedding in Jos for the weather,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,,0,NG,primary,,2000,2026,5,3,20,300,30,180,5,estimate,low,Cool enough to need a jumper. A date fixed months out that will not move. Administratively free.,details/TRV-045.csv,5
TRV-046,A funeral in Jos for the weather,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,discretion,1,NG,primary,,2000,2026,4,3,20,300,0,3,5,estimate,low,"Cool enough to need a jumper. No notice, no flexibility, and you must be there. Administratively free.",details/TRV-046.csv,5
TRV-047,Studying in Jos for the weather,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;money,4,NG,primary,,2000,2026,5,3,20,300,90,365,5,estimate,low,Cool enough to need a jumper. Months of paperwork before the first lecture. Administratively free.,details/TRV-047.csv,5
TRV-048,Work or a conference in Jos for the weather,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work,3,NG,primary,,2000,2026,3,3,20,300,14,120,5,estimate,low,"Cool enough to need a jumper. Somebody else is paying, which changes everything. Administratively free.",details/TRV-048.csv,5
TRV-049,A holiday in Shiraz,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,travel_domestic,Needs to cross your own country,transport;security;police,3,IR,primary,,2000,2026,4,3,20,300,0,21,5,estimate,low,"Gardens, and the poets' tombs at dusk. Nothing to do and nowhere to be. Administratively free.",details/TRV-049.csv,5
TRV-050,Visiting family in Shiraz,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,IR,primary,,2000,2026,5,3,20,300,0,30,5,estimate,low,"Gardens, and the poets' tombs at dusk. The reason most people cross a border at all. Administratively free.",details/TRV-050.csv,5
TRV-051,A wedding in Shiraz,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,,0,IR,primary,,2000,2026,5,3,20,300,30,180,5,estimate,low,"Gardens, and the poets' tombs at dusk. A date fixed months out that will not move. Administratively free.",details/TRV-051.csv,5
TRV-052,A funeral in Shiraz,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,discretion,1,IR,primary,,2000,2026,4,3,20,300,0,3,5,estimate,low,"Gardens, and the poets' tombs at dusk. No notice, no flexibility, and you must be there. Administratively free.",details/TRV-052.csv,5
TRV-053,Studying in Shiraz,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;money,4,IR,primary,,2000,2026,5,3,20,300,90,365,5,estimate,low,"Gardens, and the poets' tombs at dusk. Months of paperwork before the first lecture. Administratively free.",details/TRV-053.csv,5
TRV-054,Work or a conference in Shiraz,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work,3,IR,primary,,2000,2026,3,3,20,300,14,120,5,estimate,low,"Gardens, and the poets' tombs at dusk. Somebody else is paying, which changes everything. Administratively free.",details/TRV-054.csv,5
TRV-055,A holiday in the Caspian,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,travel_domestic,Needs to cross your own country,transport;security;police,3,IR,primary,,2000,2026,4,3,20,300,0,21,5,estimate,low,"Rice fields, rain, and a different green. Nothing to do and nowhere to be. Administratively free.",details/TRV-055.csv,5
TRV-056,Visiting family in the Caspian,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,family,1,IR,primary,,2000,2026,5,3,20,300,0,30,5,estimate,low,"Rice fields, rain, and a different green. The reason most people cross a border at all. Administratively free.",details/TRV-056.csv,5
TRV-057,A wedding in the Caspian,TRV,"Travel, elsewhere, and coming back",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,,0,IR,primary,,2000,2026,5,3,20,300,30,180,5,estimate,low,"Rice fields, rain, and a different green. A date fixed months out that will not move. Administratively free.",details/TRV-057.csv,5
